,Full_Address,Percent_Increase,Rental price (per month) BEFORE the increase,Rental price (per month) AFTER the increase,Latitude,Longitude
1116,"Undisclosed address, Los Angeles, CA, 90019",108,6000,12500,34.0489277,-118.3403506
1117,"800 W 1st St Apt 1609, Los Angeles, CA, 90012",13,2200,2500,34.0564163,-118.2515352
1118,"6445 Deep Dell Pl,  Los Angeles, CA, 90068",10,9500,10450,34.115189,-118.3301072
1119,"613 Westmount Dr., West Hollywood, CA, 90069",10,10895,11995,34.0823743,-118.3789377
1120,"10910 Hesby St #B, North hollywood, CA, 91601",13,3800,4300,34.1615545,-118.3685522
1121,"11410 Dona Pegita Dr, Studio City, CA, 91604",13,11500,13000,34.1309075,-118.3793432
1122,"5902 Lemp Ave, north hollywood, CA, 91601",10,4900,5390,34.1777535,-118.3841422
1123,"11259 Otsego St APT 1, north hollywood, CA, 91601",13,1895,2150,34.1632465,-118.3765316
1124,"1128 S. Shenandoah St., Unit 101, Los Angeles, CA, 90035",42,7000,10000,34.056273,-118.381182
1125,"2112 E 4th St #2112, Los Angeles, CA, 90033",53,2275,3500,34.0417964,-118.2151023
1126,"4013 Galapagos Way, Oxnard, CA, 93035",54,17000,26250,34.1835788,-119.2245135
1127,"11431 Tiara St #2, north hollywood, CA, 91601",23,1950,2400,34.1788328,-118.3802146
1128,"5107 11th Ave , Los Angeles, CA, 90043",17,6800,8000,33.9965851,-118.3297231
1129,"1141 Summit Dr., Beverly Hills, CA, 90210",11,175000,195000,34.0895437,-118.4202345
1130,"5010 Tujunga Ave APT 1, north hollywood, CA, 91601",13,1499,1699,34.1612177,-118.3787227
1131,"1735 Taft Ave, Los Angeles, CA, 90028",46,6500,9500,34.1028018,-118.3150476
1132,"1104 Exposition Blvd UNIT 2, LA, CA, 90007",535,1164,7400,34.0179781,-118.294694
1133,"106 N Citrus Ave, Los Angeles, CA, 90036",176,6500,18000,34.0739115,-118.3393681
1134,"1355 N Gardner St Apt 3, Los Angeles, CA, 90046",13,2200,2495,34.095996,-118.353203
1135,"1012 Keniston Ave, Los Angeles, CA, 90019",57,9500,15000,34.0565039,-118.3360398
1136,"822 S Plymouth Blvd #2, Los Angeles, CA, 90005",10,5900,6500,34.05908,-118.323839
1137,"2928 Las Alturas St, Los Angeles, CA, 90068",104,12000,24500,34.1210761,-118.3488159
1138,"6858 Fountain Ave, Los Angeles, CA, 90038",18,3250,3850,34.0941808,-118.3397552
1139,"8634 Hillside Ave, Los Angeles, CA, 90069",10,26950,29645,34.10068340000001,-118.3746654
1140,"9907 National Blvd, Los Angeles, CA, 90034",25,4000,5000,34.030978,-118.4021845
1141,"1735 Taft Ave, Los Angeles, CA, 90028",46,6500,9500,34.1028018,-118.3150476
1142,"7015 Wrightcrest Drive, Culver City, CA, 90232",25,20000,25000,34.0158173,-118.3805342
1143,"7015 Wrightcrest Drive, Culver City, CA, 90232",25,20000,25000,34.0158173,-118.3805342
1144,"170 N Crescent Dr APT 204, Beverly Hills, CA, 90210",28,3498,4498,34.0682649,-118.3963279
1145,"1800 N Allen Ave, Pasadena, CA, 91104",9,4900,5385,34.1770213,-118.1118009
1146,"3180 Casitas Ave, Los Angeles, CA 90039, Los Angeles, CA, 90027",8,2400,2600,34.1143902,-118.2503775
1147,"3319 Wrightwood Dr, Studio City, CA, 91604",5,9500,10000,34.1318349,-118.3750743
1148,"9243 Cordell Dr, Los Angeles, CA, 90069",81,16000,29000,34.0935082,-118.3934695
1149,"600 N Soto St APT 101, Los Angeles, CA, 90033",47,1828,2700,34.0494482,-118.2057307
1150,"2766 Ellison Dr, Beverly Hills, CA, 90210",30,38300,50000,34.1212222,-118.4243293
1151,"691 S Marengo Ave APT 4, Pasadena, CA, 91106",38,2595,3600,34.1338172,-118.1462772
1152,"965 E Del Mar Blvd APT 5, Pasadena, CA, 91106",70,1995,3400,34.1412195,-118.1305254
1153,"3639 Shady Oak Rd, Studio City, CA, 91604",26,28500,36000,34.1368035,-118.4008609
1154,"1156 N Lake Ave, Pasadena, CA, 91104",41,2200,3120,34.1657663,-118.1319254
1155,"6268 N San Gabriel Blvd APT 3, San Gabriel, CA, 91775",18,2195,2595,34.1129175,-118.0907782
1156,"4504 Cedros Ave, Sherman Oaks, CA, 91403",38,18000,25000,34.1532678,-118.4528329
1157,"9982 Beverly Grove Dr, Beverly Hills, CA, 90210",30,65000,85000,34.0951502,-118.4273316
1158,"10824 Chalon Road, Los Angeles, CA, 90077",15,65000,75000,34.0818959,-118.4550989
1159,"6830 Alta Loma Ter, Los Angeles, CA, 90068",68,5800,9750,34.10925599999999,-118.3373142
1160,"9722 Royce Ct, Beverly Hills, CA, 90210",25,28000,35000,34.1274584,-118.4289267
1161,"220 E Live Oak St APT 15, San Gabriel, CA, 91776",28,2095,2695,34.1009104,-118.0974202
1162,"1245 Buena Vista Street, Ventura, CA, 93001",42,14000,20000,34.2833138,-119.2819592
1163,"400 E Live Oak St APT 12, San Gabriel, CA, 91776",38,1545,2145,34.101173,-118.0955564
1164,"2712 Cameron Walk, Ventura, CA, 93001",38,5750,7950,34.3079602,-119.2901148
1165,"3182 Abington Dr, Beverly Hills, CA, 90210",10,28950,31995,34.12831329999999,-118.4257497
1166,"4141 Hayvenhurst Ave, Encino, CA, 91436",20,25000,30000,34.1465653,-118.4975955
1167,"8744 Skyline Dr, Los Angeles, CA, 90046",56,18900,29500,34.1149222,-118.3855259
1168,"1456 Newport Ave, Long Beach, CA, 90804",12,7998,8998,33.78551059999999,-118.1509962
1169,"5237 Leghorn Ave, Van Nuys, CA, 91401",27,5500,7000,34.1658802,-118.4165868
1170,"213 17th St APT A, Huntington Beach, CA, 92648",15,7800,9000,33.6661383,-118.0113414
1171,"7501 S Central Ave, Los Angeles, CA, 90001",30,1500,1950,33.9719587,-118.2565984
1172,"8262 Woodshill Trl, Los Angeles, CA, 90069",73,22995,40000,34.0989257,-118.3688964
1173,"817 N Whittier Dr, Beverly Hills, CA, 90210",30,150000,195000,34.0745671,-118.4193408
1174,"12311 Deana Street, El Monte, CA, 91732",60,7000,11200,34.0701711,-118.0073673
1175,"137 S Wilson Ave #209, Pasadena, CA, 91106",12,3999,4498,34.143415,-118.12842
1176,"137 S. Wilson Ave #301, Pasadena, CA, 91106",5,3995,4195,34.143415,-118.12842
1177,"617 N Plymouth Blvd., Los Angeles, CA, 90004",42,3800,5400,34.0822875,-118.320902
1178,"3321 E Colorado Blvd #25, Pasadena, CA, 91107",21,1900,2300,34.1467425,-118.0826865
1179,"141 HOLLISTER AVENUE, Santa Monica , CA, 90405",20,25000,30000,34.0037658,-118.4872424
1180,"10780 Andora Ave, Chatsworth, CA, 91311",20,3995,4800,34.2662933,-118.6038011
1181,"6160 San Vicente Blvd, Los Angeles, CA, 90048",25,8750,11000,34.0594745,-118.3655868
1182,"6446 Deep Dell Pl, Los Angeles, CA, 90068",15,26800,31000,34.1149764,-118.3301844
1183,"801 S Grand Ave APT 2010, Los Angeles, CA, 90017",54,5500,8500,34.045583,-118.2587411
1184,"1210 N Country Hollow Dr, Walnut, CA, 91789",20,7500,9000,34.0383679,-117.8593589
1185,"126 Donati, Irvine, CA, 92602",50,9600,14400,33.7349535,-117.7404255
1186,"21 Lakefront, Irvine, CA, 92604",100,7200,14454,33.6780999,-117.7972309
1187,"10660 W Wilshire Blvd #309, Los Angeles, CA, 90024",16,7700,9000,34.0605369,-118.4351351
1188,"3298 Sunset Hills Blvd, Thousand Oaks, CA, 91362",128,5900,13500,34.2243915,-118.8159357
1189,"9243 Cordell Dr, Los Angeles, CA, 90069",81,16000,29000,34.0935082,-118.3934695
1190,"8875 Cynthia St #B,, West Hollywood, CA, 90069",24,7999,9995,34.0874063,-118.3853921
1191,"2398 Leeward Cir, Westlake Village, CA, 91361",41,8500,12000,34.1423918,-118.831986
1192,"6447 Surfside Way, Malibu, CA, 90265",77,11250,20000,34.0295647,-118.8398751
1193,"636 N Juanita Ave #403, Los Angeles, CA 90004, Los Angeles, CA, 90004",76,2665,4700,34.0829061,-118.2902975
1194,"6241 W 6th St, Los Angeles, CA, 90048",3,5495,5695,34.0655168,-118.3647536
1195,"6369 Orange St #6369, Los Angeles, CA, 90048",4,4995,5200,34.0648251,-118.3674021
1196,"29712 zuma bay way, malibu, CA, 90265",11,8995,9995,34.012423,-118.816242
1197,"2243 century hi, los angeles, CA, 90067",10,8500,9400,34.0569496,-118.4146272
1198,"4450 Hayvenhurst Ave, Encino, CA, 91436",16,12000,14000,34.1514165,-118.4924915
1199,"1859 Bel Air Rd, Los Angeles, CA, 90077",241,58000,198000,34.1038939,-118.4497684
1200,"3548 Poppy Drive, Calabasas, CA, 91302",15,6500,7500,34.1319512,-118.6429981
1201,"500 St Cloud Rd, Los Angeles, CA, 90077",280,46000,175000,34.0865354,-118.438061
1202,"1369 Londonderry Pl, Los Angeles, CA, 90069",278,33000,125000,34.0945983,-118.3803158
1203,"3534 Weslin Avenue, Sherman Oaks, CA, 91423",14,14000,16000,34.13549390000001,-118.430574
1204,"1531 Summitridge Dr, Los Angeles, CA, 90210",528,17500,110000,34.099468,-118.4201355
1205,"923 20th st apt A, santa monica, CA, 90403",20,10000,12000,34.0279895,-118.495155
1206,"30556 Rainbow View Drive, Agoura Hills, CA, 91301",30,6500,8500,34.1557742,-118.7870299
1207,"1288 Angelo Dr, Los Angeles, CA, 90210",733,12000,100000,34.0932536,-118.4360706
1208,"6740 colgate ave, los angeles, CA, 90048",-18,8000,6500,34.0704094,-118.3750708
1209,"18730 hatteras st unit 49, tarzana, CA, 91356",105,3650,7500,34.1766275,-118.5422559
1210,"111 waterview st, playa del rey, CA, 90293",11,8995,9995,33.9530147,-118.4465996
1211,"449 29th st, hermosa beach, CA, 90254",13,7500,8500,33.875591,-118.4023201
1212,"920 beverly glen blvd, los angeles, CA, 90077",33,9000,12000,34.0926875,-118.4389961
1213,"5829 e 2nd st, long beach, CA, 90803",12,8000,9000,33.7566976,-118.1201886
1214,"2027 1/2 N Vermont Ave , Los Angeles, CA, 90027",28,2480,3195,34.1039277,-118.2915696
1215,"2006 N Commonwealth Ave, Los Angeles, CA, 90027",10,2450,2700,34.1079443,-118.2849768
1216,"6258 Shirley Avenue, Tarzana, CA, 91335",69,3650,6200,34.1845135,-118.5570203
1217,"13730 Community St, Panorama City, CA, 91402",15,12700,14700,34.2224966,-118.4322568
1218,"4001 Clarinda Drive, Tarzana, CA, 91356",25,27000,34000,34.1438345,-118.5529789
1219,"2324 N Vermont Ave, Los Angeles, CA, 90027",12,17850,20000,34.112842,-118.2912252
1220,"625 S Burnside Ave #625.5, Los Angeles, CA, 90036",13,4400,5000,34.0641034,-118.3496577
1221,"8107 Loyola Boulevard, Los Angeles, CA, 90045",130,7368,17000,33.9643712,-118.4170028
1222,"6370 E Tamarind, Oak Park, CA, 91377",10,5900,6500,34.1682446,-118.7566252
1223,"18050 Industrial Street, Downtown LA, CA, 90021",89,5000,9495,34.0360733,-118.237811
1224,"15316 Del Gado Dr, Sherman Oaks, CA, 91403",10,11500,12650,34.1467962,-118.4680653
1225,"5467 Clermont Court, Westlake Village, CA, 91362",26,3550,4500,34.1510664,-118.7936819
1226,"109 N Lima St, Sierra Madre, CA, 91024",7,5500,5900,34.16383010000001,-118.0601101
1227,"8660 Edwin Dr, Los Angeles, CA, 90046",46,7500,11000,34.1210396,-118.3911006
1228,"921 Georgina Ave, Santa Monica, CA, 90402",50,20000,30000,34.0341831,-118.5056493
1229,"7400 Hollywood Blvd APT 717, Los Angeles, CA, 90046",14,2835,3250,34.1011141,-118.3512813
1230,"5903 Tellefson Rd, Culver City, CA, 90230",20,12500,15000,33.9943995,-118.3872865
1231,"10740 Moorpark St APT 205, North Hollywood, CA, 91602",41,3495,4950,34.1501313,-118.364886
1232,"4653 1/2 Lincoln Ave, Los Angeles, CA, 90041",25,3600,4500,34.1221873,-118.2145383
1233,"2567 South Sepulveda Boulevard, Los Angeles, CA, 90064",10,2495,2750,34.0334662,-118.4332556
1234,"2490 Cheremoya Ave, Los Angeles, CA, 90068",112,4695,10000,34.1156961,-118.3209833
1235,"759 S Beverly Glen Blvd, , Los angeles, CA, 90024",47,16995,25000,34.068843,-118.43054
1236,"14808 Huston St, Sherman Oaks, CA, CA, 91403",46,6488,9500,34.1590816,-118.4556031
1237,"454 E Washington Blvd, Pasadena, CA, 91104",14,3495,4000,34.1686864,-118.1411257
1238,"432 N Oakhurst Dr #407, Beverly Hills , CA, 90210",32,18800,25000,34.0781523,-118.3906116
1239,"608 N Alpine Dr, Beverly Hills , CA, 90210",27,89950,114950,34.0783563,-118.402039
1240,"2939 W Leeward Ave UNIT 515, Los Angeles, CA, 90005",33,3600,4800,34.059045,-118.287804
1241,"837 S Harvard Blvd APT 603, Los Angeles, CA, 90005",55,2900,4500,34.0567536,-118.3044356
1242,"1248 Elden Ave APT 201, Los Angeles, CA, 90006",25,2375,2975,34.0477293,-118.287364
1243,"6249 Tapia Dr, Malibu, CA, 90265",76,8500,15000,34.0357517,-118.8441733
1244,"149 Buckskin Rd, Bell Canyon, CA, 91307",141,6200,15000,34.2036539,-118.6967968
1245,"2506 Sapra St, Thousand Oaks, CA, 91362",34,8200,11000,34.1977218,-118.8353777
1246,"2112 century park lane unit 408, Los Angeles , CA, 90067",42,4575,6500,34.0567005,-118.4117686
1247,"5206 Topeka Dr, Tarzana, CA, 91356",36,10950,14950,34.1649409,-118.5463421
1248,"1127 Angelo Dr, Beverly Hills, CA, 90210",89,7900,15000,34.0897403,-118.4311973
1249,"10552 Andasol Ave, Granada Hills, CA, 91344",57,5250,8250,34.2627497,-118.5129218
1250,"4653 1/2 Lincoln Ave, Los Angeles, CA 90041, Los Angeles, CA, 90041",25,3600,4500,34.1221873,-118.2145383
1251,"1025 S Berendo St #402, Los Angeles, CA, 90006",18,1833,2175,34.0519957,-118.2938567
1252,"1255 Hilldale Ave, West Hollywood, CA, 90069",10,14995,16495,34.0929126,-118.3872024
1253,"2222 Canalda Drive, La Canada Flintridge, CA, 91011",37,8700,12000,34.2312553,-118.2255018
1254,"11906 Gorham Ave. Apt #8, Los Angeles, CA, 90049",25,3450,4345,34.0510639,-118.4691786
1255,"14614 Deervale Pl, Sherman Oaks, CA, 91403",75,20000,35000,34.1384156,-118.4528812
1256,"5938 Echo Street, Los Angeles, CA, 90039",12,4900,5500,34.10984850000001,-118.188971
1257,"5902 fallbrook ave, Woodland hills , CA, 91367",74,4300,7500,34.1775637,-118.6229933
1258,"5623 Denny Ave, North Hollywood , CA, 91601",32,3200,4250,34.1728622,-118.3651699
1259,"530 W Knoll Dr APT E , Los Angeles , CA, 90048",52,2295,3495,34.0809292,-118.3774302
1260,"404 S Westgate Ave, Los Angeles, CA, 90049",244,14500,50000,34.0556301,-118.4713376
1261,"3600 barham blvd Los Angeles CA 90068, Los Angeles, CA, 90068",8,3545,3855,34.1375832,-118.3408414
1262,"7250 Franklin Ave Unit 116, Los Angeles , CA, 90046",9,4995,5490,34.1029486,-118.3474936
1263,"4418 S Slauson Ave , Culver City, CA, 90230",19,4150,4950,33.9984756,-118.4141181
1264,"280 Cherry Dr, Pasadena, CA, 91105",24,5480,6800,34.1366227,-118.180323
1265,"2002 S Corning St,,  Los Angeles, CA, 90034",25,3195,3995,34.0407632,-118.3799566
1266,"4737 York Blvd, Los Angeles, CA, 90042",7,8900,9600,34.1226473,-118.212237
1267,"13535 Bessemer St, Van Nuys, CA, 91401",50,5995,8995,34.1814743,-118.4281856
1268,"11177 Valley Spring Pl, Studio City, CA, 91602",33,9000,12000,34.1482195,-118.3744453
1269,"3835 1/2 Bluff Pl, San Pedro, CA, 90731",39,3580,5000,33.7090772,-118.2860804
1270,"13106 S Vermont Ave APT 06, Gardena, CA, 90247",32,2653,3528,33.9131668,-118.2912924
1271,"1020 Davis Ave APT 205, Glendale, CA, 91201",15,3300,3800,34.1651326,-118.2857322
1272,"2549 N Beachwood Dr, Hollywood, CA, 90068",10,7250,7995,34.1167475,-118.3217863
1273,"5041 Noeline Ave, Encino, CA, 91436",25,20000,25000,34.1624578,-118.4902052
1274,"3124 Rowena Ave.  Unit 9, Los Angeles, CA, 90027",17,2295,2699,34.1094595,-118.2723733
1275,"3450 W 43rd Street, Los Angeles, CA, 90008",41,1695,2395,34.005569,-118.333029
1276,"10780 Andora Ave, Chatsworth, CA, 91311",20,3995,4800,34.2662933,-118.6038011
1277,"16754 Armstead St, Granada Hills , CA, 91344",16,6000,7000,34.2820287,-118.4975235
1278,"9742 Wendover Dr, Beverly Hills, CA, 90210",24,39000,48500,34.1227816,-118.4287741
1279,"14550 Round Valley Dr, Sherman Oaks, CA, 91403",62,8950,14500,34.1452897,-118.4497267
1280,"1902 Granville Ave, Los Angeles, CA, 90025",229,5000,16450,34.0374768,-118.4530883
1281,"6871 Pacific View Dr, Los Angeles, CA, 90068",41,4600,6500,34.1222627,-118.346035
1282,"5506 W Olympic Blvd, Los Angeles, CA, 90036",38,4980,6900,34.0571371,-118.3496115
1283,"19226 Northfleet Way, Tarzana, CA, 91356",17,17000,20000,34.1385865,-118.5530064
1284,"17517 Tuscan Dr, Granada Hills, CA, 91344",150,4000,10000,34.3033541,-118.514836
1285,"513 Archwood PL#1, Altadena, CA, 91001",3,6400,6600,34.1845329,-118.1615427
1286,"902 Manzanita St, Los Angeles, CA, 90029",22,2280,2800,34.0883304,-118.2839199
1287,"18730 Hatteras St UNIT 49, Tarzana, CA, 91356",105,3650,7500,34.1766275,-118.5422559
1288,"1235 Highland Oaks Drive, Arcadia, CA, 91006",13,5495,6250,34.1541996,-118.0291553
1289,"1740 Cielito Dr, glendale, CA, 91207",52,12500,19000,34.17208,-118.2513955
1290,"1632 Micheltorena St, Los Angeles, CA, 90026",300,2495,10000,34.0906687,-118.2735418
